@relation marketing-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute Sex {1,2}
@attribute MaritalStatus {1,2,3,3.03102,4,5}
@attribute Age {1,2,3,4,5,6,7}
@attribute Education {1,2,3,3.835074,4,5,6}
@attribute Occupation {1,2,3,3.787964,4,5,6,7,8,9}
@attribute YearsInSf {1,2,3,4,4.198267,5}
@attribute DualIncome {1,2,3}
@attribute HouseholdMembers {1,2,2.851822,3,4,5,6,7,8,9}
@attribute Under18 {0,1,2,3,4,5,6,7,8,9}
@attribute HouseholdStatus {1,1.836742,2,3}
@attribute TypeOfHome {1,1.85572,2,3,4,5}
@attribute EthnicClass {1,2,3,4,5,5.955854,6,7,8}
@attribute Language {1,1.127519,2,3}
@attribute Income {1,2,3,4,5,6,7,8,9}

@data
1,2,5,5,5,5,1,2,0,2,3,7,1,6
2,1,4,4,4,5,2,4,2,2,1,7,1,6
2,4,7,4,8,5,1,1,0,2,3,7,1,4
2,1,7,5,8,5,1,2,0,1,2,7,1,7
2,1,4,4,4,5,2,2,0,2,3,7,1.127519,7
2,1,4,4,4,5,2,2,0,2,3,3,1,5
2,1,4,4,4,5,2,5,3,2,1,7,1.127519,8
2,1,3,3,5,5,1,2,0,2,3,7,1,4
2,1,5,5,1,5,2,9,4,1,1,3,1,9
2,1,5,4,1,5,2,2,0,2,3,3,1,8
1,2,3,3,3,5,1,3,1,2,1,5,2,5
1,3,5,3,3,5,1,1,0,2,3,3,1,7
1,2,3,3,9,5,1,4,2,2,1,7,1,2
1,1,5,4,1,5,2,6,2,1,1,3,1,8
1,3.03102,2,4,6,4,1,8,2,3,1,3,1,9
2,3,6,5,4,5,1,1,0,2,3,7,1.127519,5
1,5,4,5,1,5,1,1,0,2,3,7,1,7
1,3,6,5,1,5,1,2,0,1,1,7,1,7
1,3,5,3,3,5,1,1,0,1,2,7,1,7
2,1,4,4,2,5,2,4,2,1,1,7,1,4
2,5,3,6,1,4,1,2,0,2,3,7,1,4
1,5,1,1,6,5,1,4,0,3,1,2,1,1
1,5,2,3,1,5,1,6,2,2,1,7,1,1
1,5,3,4,1,5,1,1,0,2,1,7,1,2
1,5,1,2,6,4,1,4,2,3,1,8,1,1
1,5,1,2,6,3,1,5,2,3,1,2,3,1
2,1,3,5,2,5,3,3,1,1,1,7,1,8
2,3,4,6,1,5,1,2,0,1,1,3,1,7
1,5,1,4,1,5,1,2,2,3,1,7,1,3
1,3.03102,2,3,6,5,1,4,0,3,1,7,1,8
2,1,6,2,8,4,3,2,0,1,1,7,1,2
1,1,4,3,2,5,2,3,1,1,1,7,1,8
2,2,2,5,4,5,1,2,0,2,2,7,1.127519,3
1,2,5,5,7,5,1,4,2,1,1,7,1.127519,8
1,1,2,5,4,5,2,2,0,2,2,7,1.127519,3
1,1,4,3,3,5,2,5,2,1,1,5.955854,1.127519,9
1,1,4,3,1,5,1,2.851822,0,1.836742,1.85572,5.955854,1.127519,9
2,1,5,3,4,5,2,3,1,1,1,7,1,9
1,1,3,3,3,2,2,3,1,1,1,7,1,9
1,1,4,3,1,5,2,4,1,1,1,7,1,8
2,1,3,3,4,5,2,4,2,1,1,7,1,8
1,5,2,3,2,4,1,4,0,3,1.85572,7,1,5
2,3,4,5,1,5,1,2,1,1,2,7,1,6
2,5,2,4,2,2,1,1,0,2,3,7,1.127519,2
2,1,3,3,3,2,1,1,0,2,3,7,1.127519,5
2,1,6,3,4,5,2,2,0,1,1,7,1,8
1,1,4,5,1,5,2,5,2,2,3,3,1,7
2,1,3,5,4,5,2,2,0,2,2,4,3,5
1,1,4,4,2,2,2,3,1,2,1,2,3,7
2,4,6,5,7,2,1,2.851822,0,1,1,4,3,5
1,1,4,5,3,5,1,4,2,1,1,7,1,7
1,1,4,5,3,4,2,3,1,1,1,7,1,9
1,1,4,5,3,5,2,2,0,1,1,7,1.127519,9
2,1,4,3,1,5,2,2.851822,0,1,1,7,1,8
1,4,6,4,2,5,1,1,0,2,1,5,1,6
2,4,7,3.835074,8,5,1,1,0,2,3,5,1.127519,1
1,5,3,4,3,2,1,1,0,2,3,7,1.127519,5
1,5,4,5,1,5,1,1,0,2,3,2,1,6
2,1,7,5,8,5,3,2,0,1,1,5,2,4
2,2,5,3,3.787964,5,1,2,0,2,1,5,2,7
1,2,4,4,5,5,3,3,1,1.836742,3,3,1,6
2,3,5,6,1,5,1,1,1,2,1,1,1,8
2,4,7,6,8,5,1,1,0,1,4,2,1,8
1,4,7,5,8,5,1,1,0,1,2,3,1,4
2,1,4,5,1,4,2,3,1,1,1,7,1,8
2,5,2,3,4,5,1,2.851822,0,2,3,3,1,3
1,5,1,2,6,2,1,4,2,3,1,2,1.127519,1
2,2,2,4,2,5,1,2,0,2,3,7,1,8
2,5,3,5,2,2,1,1,0,2,3,2,1,7
1,1,4,6,1,5,2,3,1,1,2,7,1,9
1,1,4,6,1,5,2,4,2,1,2,7,1,9
2,4,6,3,8,5,1,1,0,1,1,7,1.127519,6
2,4,6,3,8,5,1,1,0,1,1,7,1,6
2,1,4,4,4,5,1,2,0,1,2,3,1,8
1,5,3,6,1,4,1,1,0,1,2,7,1,9
2,1,4,4,4,5,2,2,0,1,2,3,1,8
1,5,3,6,1,4,1,1,0,2,2,7,1,9
2,1,5,5,2,5,2,4,2,1,1,7,1,9
2,1,5,5,1,2,2,4,2,1,1,7,1,9
1,1,5,6,1,4,2,2,0,1,1,3,1,9
2,3,5,5,1,4,1,1,0,2,3,5,2,7
1,1,5,6,1,5,2,2,0,1,1,3,1,9
2,1,4,4,5,5,1,2,0,1,1,2,1,8
2,1,4,4,5,5,3,3,1,2,1,2,1,8
2,3,5,5,1,5,1,1,0,2,3,5,1,7
2,4,7,3,8,5,1,1,0,1,1,7,1,5
2,4,7,3,8,5,1,1,0,1,1,7,1,4
2,5,1,2,6,5,1,4,2,3,1,7,1,1
1,4,7,4,8,3,1,1,0,2,3,5,2,5
1,2,2,3,3,2,1,2,0,2,1,5,2,8
2,1,6,3,8,5,3,2,0,1,1,3,1.127519,8
1,2,3,5,1,5,1,2,0,2,3,3,1,8
2,1,4,5,2,2,2,3,1,1,2,5,1,7
2,1,3,5,2,5,2,5,3,1,2,5,2,8
2,1,4,5,1,2,2,2,0,1,1,7,1,8
2,1,4,3,4,3,2,2.851822,3,1.836742,1,1,1,9
2,1,4,6,1,5,2,3,1,1,2,7,1,8
1,3,5,5,1,3,1,1,0,1,1,7,1,9
1,1,5,6,1,4,2,2,0,1,2,3,1,9
1,1,3,5,2,2,2,4,2,1.836742,1,2,1.127519,9
2,1,6,3,5,4,3,1,0,1,1,7,1,8
2,1,4,3,5,2,3,3,1,1,2,5,2,8
1,1,5,6,1,5,3,4,2,1,1,7,1,8
2,3,4,6,1,5,1,2.851822,0,1,2,7,1,8
1,1,4,6,1,5,2,3,1,1,1,7,1,8
2,5,1,2,6,4,1,5,3,3,1,7,1,1
1,4,7,6,8,5,1,2,0,1,2,7,1,8
2,1,4,5,1,4,2,4,2,1,1,7,1,8
2,5,2,3,4,5,1,4,0,3,1.85572,5,2,4
2,5,2,4,2,5,1,2,0,2,3,7,1,8
1,3.03102,1,2,6,3,1,4,2,3,1,2,1,1
1,3,5,6,1,4,1,1,0,1,2,7,1,8
2,5,3,5,2,2,1,1,0,2,3,2,1.127519,7
2,3,4,6,1,4,1,1,0,1,2,7,1,7
2,1,4,3,5,3,1,3,1,1,2,2,3,8
2,3,6,5,1,5,1,1,0,1,1,5,1,7
1,5,3,4,6,5,1,1,0,2,3,2,1,8
2,5,1,2,6,5,1,3,1,3,1,2,1,1
1,1,4,6,1,5,2,5,2,1,1,7,1,9
2,1,5,5,1,5,2,5,2,2,1,7,1,8
2,4,7,3,8,5,1,1,0,2,3,5,1,6
2,1,5,4,5,5,3,1,0,1,1,7,1,7
2,1,4,5,1,5,2,2,1,1,2,7,1,7
2,1,5,4,4,5,2,2,0,1,1,7,1,8
2,1,5,3,5,5,3,3,0,1,1,7,1,8
1,3,5,4,7,3,1,1,0,2,1,7,1,8
1,1,4,4,3,4.198267,1,1,0,2,3,5,2,7
1,1,5,5,1,5,2,4,1,1,1,5,2,9
1,1,6,5,3,5,1,2,0,1,2,5,2,7
2,5,1,2,6,5,1,3,2,3,3,5,1,1
2,5,1,1,6,5,1,3,2,3,3,5,1,1
2,1,6,4,5,5,1,2,0,1,2,5,2,7
2,5,1,1,6,5,1,3,2,3,3,5,1,1
2,5,1,1,6,5,1,2,1,3,3,5,1,1
1,5,3,3,3,5,1,1,0,3,1,5,2,5
1,2,3,3,3,5,1,2,0,2,3,5,1,5
1,5,2,3,6,4,1,3,2,3,3,5,1,6
2,5,1,1,6,5,1,4,2,3,1,2,1.127519,1
2,5,1,2,6,5,1,4,2,3,1,2,1,1
1,3.03102,4,5,1,5,1,4,2,1,1,2,1,8
2,5,3,4,2,5,1,1,0,2,3,2,1,7
1,5,1,1,6,2,1,4,3,3,3,5,2,1
1,5,2,3,6,5,1,3,1,3,3,5,1,6
2,5,1,1,6,4,1,4,1,3,1,5,2,1
1,3,6,3,5,5,1,3,1,2,3,5,1,6
2,5,1,1,6,5,1,3,2,3,1,2,1,1
2,5,3,4,4,5,1,2,0,2,3,2,1,3
2,1,4,5,4,5,1,4,2,1,1,2,1,8
1,3,6,4,3,5,1,1,0,1,1,7,1,7
1,5,2,3,6,5,1,4,1,3,1,7,1,8
1,5,2,3,6,5,1,3,1,3,1,7,1,7
2,5,1,2,6,5,1,2,2,3,1,7,1,1
2,1,3,4,4,5,2,2,0,2,3,7,1.127519,7
2,3,3,4,4,5,1,2,0,2,3,7,1,6
2,5,3,4,4,5,1,2,1,2,3,3,1,3
2,5,4,4,1,5,1,2,1,3,1,5,1,9
2,3,2,4,3.787964,5,1,2,0,2,3,3,1,2
2,5,2,3,2,5,1,1,0,3,1,3,1,8
2,1,4,6,1,5,1,3,1,2,3,3,1,8
2,1,2,4,4,5,2,3,0,2,3,3,1,5
1,1,6,5,1,5,2,3,0,1,1,5,1,9
1,5,2,3,6,5,1,4,1,3,1,2,1,1
1,4,6,3,9,5,1,2,0,2,1,7,1,2
2,5,2,3,4,5,1,3,0,3,1,2,3,6
1,1,6,6,8,5,2,3,0,1,1,7,1,9
1,5,7,3,8,5,1,3,0,1.836742,5,7,3,1
2,4,6,4,5,5,1,2.851822,0,1,1,7,1,3
2,4,7,3,8,4.198267,1,2.851822,0,1,1,7,1,1
1,5,2,3,2,5,1,5,2,1,1,5,2,1
2,5,1,1,6,5,1,5,3,3,1,3,1,1
1,5,2,3,3.787964,5,1,2,0,3,3,3,1,4
1,5,2,3,3.787964,5,1,4,2,3,3,3,1,5
2,5,2,3,2,5,1,2,0,3,3,3,1,6
2,5,2,3,2,5,1,3,1,3,3,3,1,6
2,2,2,4,6,2,1,2.851822,0,2,3,7,1,4
1,1,5,5,1,5,3,2,0,1,1,7,1,6
2,1,4,5,1,5,2,5,2,1,1,2,3,9
1,5,1,2,6,5,1,5,2,3,1.85572,2,3,1
1,1,4,6,1,5,2,5,2,1,1,2,3,9
1,1,4,4,2,5,2,2,0,1,1,2,3,5
2,1,3,5,1,3,2,5,2,3,1,2,3,6
2,5,1,2,6,4,1,5,0,3,1.85572,2,3,1
1,5,1,2,6,3,1,2.851822,0,3,1.85572,5,2,1
2,5,1,1,6,4.198267,1,2.851822,0,3,1.85572,5,2,1
1,1,7,3,8,5,3,2,0,1,1,7,1,6
2,1,7,3,8,5,3,2,0,1,1,7,1,6
2,3,2,4,6,5,1,5,0,3,1,5,3,1
1,2,3,3,3,5,1,2.851822,0,2,3,7,1,4
2,1,6,3,5,5,3,4,1,1,1,7,2,8
1,5,1,2,6,5,1,4,1,3,1.85572,5,2,1
2,3,4,3,2,5,1,4,1,3,1.85572,5,2,3
1,3,3,4,3,5,1,2,1,2,3,2,1,7
1,1,4,5,1,5,1,3,1,1,1,2,1,9
2,1,4,5,1,5,2,3,1,1,1,2,1,9
1,1,4,3,7,4,3,3,1,2,3,7,1,7
2,1,6,4,8,5,3,2,0,1,1,2,1,6
1,1,6,4,8,5,3,2,0,1,1,2,1,6
2,5,2,2,6,5,1,3,2,3,1,2,1,7
2,5,1,1,6,5,1,4,2,3,1,7,1,1
2,3,4,5,1,5,1,2,0,1,1,7,1,8
2,5,2,4,6,5,1,2,0,3,1,7,1,8
2,5,1,2,6,5,1,4,2,3,1,7,1,1
1,1,3,4,3,5,2,2,0,2,3,7,1,7
1,1,6,4,3,5,1,2,0,1,1,7,1,7
1,5,1,2,6,5,1,3,1,3,3,5,2,1
1,3,5,4,1,5,1,1,0,2,3,5,1,8
2,5,1,2,6,3,1,4,2,3,1,5,2,1
1,3,6,4,3,5,1,1,0,1,1,7,1,7
2,5,1,1,6,3,1,3,2,3,3,5,1,1
2,3,3,4,4,4,1,1,1,2,3,7,1,6
1,5,2,3,6,5,1,3,1,3,1,7,2,7
1,3.03102,2,3,6,5,1,4,1,3,1,7,1,8
1,5,3,4,3,2,1,2,0,2,2,5,1,6
2,2,3,4,4,4,1,2,0,2,3,5,1,8
2,5,2,3,2,5,1,3,0,3,3,3,1,6
2,5,2,3,2,4,1,1,0,2,3,3,1,6
1,5,2,3,3,5,1,1,0,2,2,5,1,5
1,5,2,3,9,5,1,2,0,3,3,3,1,4
2,5,1,1,6,5,1,5,3,3,1,3,1,1
2,1,2,4,4,3,2,3,0,2,3,3,1,5
2,1,4,6,1,5,1,3,1,2,3,3,1,8
1,3,3,3.835074,2,4,1,1,0,2,3,3,1,4
2,5,2,3,2,5,1,3,0,3,1,3,1,8
2,3,2,4,9,5,1,2,0,2,3,3,1,2
2,5,1,1,6,5,1,3,2,3,1,2,1,1
1,1,3,5,1,5,2,2,0,1,1,7,1,9
1,5,2,3,6,5,1,3,2,3,3,5,1,6
1,5,2,3,6,5,1,3,1,3,3,5,1,6
2,3.03102,1,1,6,4,1,4,1,3,1,5,1,1
1,2,3,3,3,5,1,2,0,2,3,5,1,5
1,5,3,3,3,5,1,3,0,3,1,5,2,5
2,5,1,1,6,5,1,2,1,3,3,5,1,1
2,5,1,1,6,5,1,3,2,3,3,5,2,1
2,1,4,6,1,5,2,2,0,1,1,6,1,9
1,1,4,6,1,5,2,5,2,1,1,7,1,9
2,5,2,4,2,5,1,2,1,2,3,3,1,5
2,5,3,4,4,5,1,2,0,2,3,2,1,3
2,5,1,1,6,5,1,4,2,3,1,2,1.127519,1
1,5,1,1,6,2,1,4,3,3,3,5,2,1
2,3,6,3,5,3,1,3,1,2,3,5,1,6
2,5,4,4,1,5,1,2,1,1,1,5,1,9
1,5,3,3,7,2,1,1,0,2,3,2,1.127519,6
1,3,5,4,1,5,1,1,0,2,3,5,1,8
1,5,1,2,6,4,1,3,1,3,3,5,2,1
1,1,6,4,2,5,1,2,0,1,1,7,1,7
1,1,3,4,3,5,2,2,0,2,3,7,1,7
2,5,1,2,6,5,1,4,2,3,1,7,1,1
2,5,2,4,6,5,1,2,0,3,1,7,1,8
2,3,4,5,1,5,1,2,0,1,1,7,1,8
2,5,1,2,6,5,1,4,2,3,1,5,2,1
1,3.03102,2,3,3,5,1,4,2,3,1,7,1.127519,4
2,5,1,1,6,5,1,4,2,3,1,7,1,1
2,5,2,2,6,5,1,3,2,3,1,5,1,7
1,1,6,4,8,5,3,2,0,1,1,7,1,6
2,1,6,4,8,5,3,2,0,1,1,7,1,6
1,3,3,3.835074,3,3,1,2,1,2,3,2,1,7
1,1,4,5,1,5,1,3,1,1,1,2,1,9
1,1,4,3.835074,1,5,2,3,1,1,1,2,1,9
2,5,1,2,6,5,1,3,1,3,1,2,1,1
1,5,3,4,2,3,1,1,0,2,3,2,1,7
2,5,3,4,2,4.198267,1,1,0,2,3,2,1,7
1,5,3,3,7,3,1,1,0,2,3,2,1,6
1,3.03102,4,5,1,5,1,4,2,1,1,2,1,8
2,5,1,2,6,5,1,4,2,3,1,2,1,1
1,1,5,5,1,5,2,5,2,2,1,7,1,8
2,1,5,4,5,5,3,1,0,1,1,7,1,7
2,4,7,3,8,4.198267,1,1,0,2,3,5,1,6
2,1,4,5,4,5,1,4,2,1,1,2,1,8
1,1,4,3,7,4,3,3,1,2,3,7,1,7
2,1,5,4,3.787964,2,2,2,0,1,1,7,1,8
2,1,5,3,5,4,3,3,0,1,1,7,1,8
1,3,5,4,7,4,1,1,0,2,1,7,1,8
2,2,3,4,4,3,1,2,0,2,3,7,1,5
2,1,4,5,1,4,2,2,1,1,1,7,1,8
1,1,4,4,3,4,3,2,0,2,3,5,1,7
2,3.03102,1,2,6,2,1,3,2,3,3,5,1,1
1,1,6,5,3,5,3,2,0,1,2,5,2,7
1,1,5,5,1,4,2,4,1,1,1,8,2,9
2,1,6,4,5,5,1,2,0,1,1,5,2,7
2,1,3,4,4,2,2,2,0,2,3,7,1,7
2,3.03102,1,2,6,5,1,2,2,3,1,7,1,1
1,1,4,5,3,5,2,2,0,1,1,7,1,5
1,1,5,4,7,5,2,2.851822,0,1,1,3,1,6
1,1,5,5,3,5,2,2.851822,0,1,1,7,1,5
1,1,4,4,3,4,2,2.851822,0,2,3,3,1,6
1,3,3,3,4,5,1,6,0,1,1.85572,3,1,6
1,1,3,3,4,3,2,5,0,2,3,7,1,5
1,2,3,5,2,4,3,2,0,2,3,5,1,4
1,5,1,2,6,5,1,5,3,3,1,3,1,1
2,5,1,2,6,5,1,3,1,3,1,3,1.127519,1
2,5,1,2,6,5,1,4,1,3,1,3,1.127519,1
1,2,2,3,4,5,2,2,0,1,2,5,1.127519,5
2,1,3,3,1,5,2,3,1,2,3,3,1,6
2,1,4,3,5,5,2,4,2,1,1,7,1.127519,5
2,1,3,4,1,5,2,4,2,2,1,7,1.127519,6
1,1,4,3,3,5,2,4,2,1,1,7,1,5
1,5,3,4,3,5,1,1,0,2,2,7,1,5
1,2,3,5,4,5,2,2,0,1.836742,3,3,1,4
2,3,5,4,4,5,1,3,2,1,2,7,1,4
2,3,5,3,4,5,1,3,2,1,1,5,1,4
2,4,7,5,8,5,1,2,0,1,1,3,1,4
2,1,4,4,1,5,2,5,3,1,1,7,1.127519,8
1,3,5,4,1,5,1,1,0,2,3,7,1,6
2,1,5,4,1,5,2,3,1,1,1,3,1.127519,6
2,1,2,5,1,5,2,3,1,2,3,7,1,7
2,1,5,4,1,5,2,5,3,2,1,7,1.127519,5
2,3,6,5,1,5,1,3,0,1,1,7,1,4
2,4,6,3,9,5,1,1,0,1,1,7,1,1
2,1,7,3,5,5,3,3,0,1,1,7,1,2
1,1,7,3,8,5,3,3,0,1,1,7,1,3
2,4,7,3,8,5,1,1,0,2,3,5,2,1
1,1,4,4,4,4,2,5,2,1,1,3,1,7
2,5,2,4,1,3,1,4,2,2,3,3,1,6
2,1,2,3,2,4,2,3,1,2,3,3,1,2
2,2,2,2,2,5,1,4,0,3,1,5,1,2
1,5,3,2,7,2,1,1,0,2,3,3,1,2
1,2,3,4,3,5,3,3,1,2,1.85572,3,1,4
2,2,2,4,4,5,2,2,0,2,3,3,1,4
1,5,2,4,3,4.198267,1,2,0,2,3,3,1,4
1,2,2,2,9,5,1,4,0,3,1,5,1,2
1,5,1,2,3.787964,5,1,2,1,3,3,7,1,1
2,3,3,3,6,5,1,2,1,2,3,3,1,3
1,3,4,3,3,5,1,4,0,2,1,7,1,4
1,1,3,4,3,4,2,2,0,1,1,6,1,6
2,5,3,4,4,5,1,1,0,2,3,8,1,3
2,2,3,4,4,2,1,2,0,2,2,7,1,6
2,1,4,5,1,5,2,4,2,1,2,7,1,7
2,1,2,2,5,5,3,5,1,3,3,7,2,2
2,1,3,3,2,5,2,3,1,1,1,7,1,7
2,3,5,3,5,5,1,1,0,1,1,7,1,1
1,5,3,4,1,5,1,1,0,2,3,7,1,3
2,3,5,3,3,5,1,4,0,2,1,7,1,2
2,1,1,2,5,5,3,9,6,2,1,7,1,3
2,5,1,2,6,5,1,9,6,3,1,7,1,1
2,5,3,5,1,5,1,1,0,2,1,7,1,2
1,3,6,6,1,4,1,2,0,1,1,7,1,7
2,1,4,4,2,4.198267,2,4,1,1,1,3,1,8
1,3.03102,1,2,6,4.198267,1,4,0,3,1.85572,7,1,1
1,1,4,6,1,5,3,3,0,1,1.85572,7,1,9
1,1,4,5,1,5,2,4,2,1,1.85572,8,1,6
1,5,3,5,1,5,1,2,0,2,1.85572,7,1,6
2,5,2,3,6,5,1,2.851822,0,3,1,2,3,4
1,5,2,4,6,5,1,1,0,1.836742,5,7,1,1
2,3,3,5,4,5,1,1,0,2,1.85572,7,1.127519,3
1,5,2,4,3,5,1,3,0,2,1.85572,1,1,2
2,1,3,4,4,4,2,2,0,2,1.85572,7,1,5
2,5,2,5,4,5,1,1,0,2,3,7,1,3
1,2,2,4,2,4,1,2,0,2,1.85572,7,1,1
1,4,3,3,2,2,1,1,0,3,3,2,3,4
1,3,5,3.835074,8,2,1,5,2,1,3,7,1,4
2,5,2,3,5,3,1,2,1,2,3,7,1,4
1,5,2,4,6,4,1,5,0,1.836742,1.85572,7,1,6
2,4,7,3,8,5,1,1,0,2,3,7,1,1
2,4,7,3,8,5,1,1,0,2,1.85572,7,1.127519,2
2,5,1,3,9,2,1,2,0,3,3,5,2,1
1,5,2,5,6,4,1,4,1,3,1.85572,5,1,6
1,1,4,4,7,4,2,2,0,3,1,3,1,7
2,2,3,4,3,3,3,2,0,2,4,3,1,5
1,3.03102,1,2,6,3,1,5,3,3,1,3,1,1
1,1,3,5,1,5,2,3,1,2,3,3,1,6
2,5,2,4,2,4,1,4,1,3,1,3,1,2
1,5,1,2,6,5,1,4,0,3,1.85572,3,1,1
2,1,6,6,7,5,2,2,0,1,4,2,1,6
2,5,4,3,5,5,1,3,2,2,3,1,3,1
2,5,3,5,2,4,1,1,0,2,1,2,1,6
1,5,1,2,6,5,1,3,1,3,1,2,1,1
2,5,2,4,4,3,1,3,0,2,2,7,1,5
1,2,2,3,1,4.198267,1,2,0,2,3,1,1,6
1,5,2,3,6,5,1,3,0,1,1,7,1,1
2,1,3,5,1,4.198267,2,2,1,2,3,4,1.127519,8
1,1,4,6,1,5,2,4,0,1,1,3,1,8
2,1,4,5,1,4.198267,2,3,1,1,1,7,1.127519,9
1,1,3,4,1,4.198267,2,2,0,2,3,5,1,8
2,5,3,4,1,4,1,1,0,2,3,3,1,6
1,1,3,5,7,4.198267,2,3,1,1,1,3,1,5
2,5,2,4,6,4.198267,1,1,0,2,3,3,1,1
1,3,4,3,5,5,1,1,0,2,3,3,1,5
2,1,3,4,5,2,3,2,2,2,3,3,1,3
1,2,3,4,2,2,1,2,0,2,3,5,1.127519,5
1,5,2,4,6,5,1,5,2,2,1,5,2,5
2,1,5,4,4,5,2,6,4,1,1,7,1.127519,8
2,1,5,5,7,5,2,4,2,1,1,7,1.127519,8
1,1,7,2,8,5,3,2,0,1,1,7,1,6
2,1,7,3,5,5,3,2,0,1,1,7,1,6
1,1,7,6,8,5,3,2,0,1,1,7,1,5
2,1,7,3,8,5,3,2,0,1,1,7,1,5
2,1,6,3,4,5,2,3,1,2,1,7,1,5
1,1,7,6,8,5,3,2,0,2,3,7,1,6
2,1,6,4,1,5,2,2,0,1,1,7,1.127519,7
2,5,7,5,8,5,1,1,0,2,4,7,1,2
2,1,7,4,8,3,3,3,0,1.836742,3,7,1,1
1,1,5,4,4,5,2,4,2,1,1,5,2,7
1,1,4,4,1,4,3,3,1,1,1,5,1,7
2,1,4,5,3,5,2,3,1,1,1,3,1,6
2,5,1,2,6,5,1,5,3,3,1,3,1,1
2,1,4,5,1,3,2,5,3,1,1,7,1,7
2,1,3,3,5,2,3,5,3,2,1,7,1,6
1,1,3,3,1,2,3,5,3,2,1,7,1,6
2,1,4,3.835074,1,5,2,4,2,2,1,7,1,5
2,1,4,4,4,5,2,5,3,1,1,7,1,6
1,1,3,4,1,2,2,5,2,2,1,7,1,6
2,1,5,3,5,5,2,3,1,1,1,7,1.127519,6
2,5,4,5,1,3,1,1,0,2,3,7,1,4
2,3.03102,2,2,6,5,3,5,2,3,1,7,1,6
1,5,1,2,6,5,1,2,1,3,1,7,1,1
1,1,5,6,1,5,2,3,1,2,1,7,1,6
1,1,5,3,4,4.198267,2,4,2,2,1,7,1,5
2,1,4,3,5,2,2,4,2,2,1,7,1,5
2,5,1,2,6,5,1,3,1,3,1,7,1,1
1,5,3,3,3,4.198267,1,1,0,1,1,7,1.127519,2
2,5,6,2,4,5,1,2,0,1.836742,1,7,1,2
2,1,3,3.835074,4,5,1,2.851822,0,2,2,3,1,6
2,3.03102,5,3.835074,3,4,2,2,0,1,1,3,1,7
2,1,1,3.835074,9,5,2,3,1,1.836742,3,3,1,4
2,3.03102,1,2,3.787964,3,3,4,3,3,3,3,1,1
2,1,3,4,5,5,3,3,1,1,1,3,1,6
1,3,4,6,1,5,1,1,0,2,1.85572,3,1,7
2,1,2,5,1,5,2,2,0,2,1,7,1,7
2,5,2,3,6,5,1,5,0,1,1,2,1,6
1,3,4,3,9,5,1,1,0,1,1,6,1,5
2,4,6,3,8,5,1,2.851822,0,1,1,3,1,6
1,2,2,4,2,5,2,2,0,2,3,2,1,5
2,5,1,1,6,5,1,4,2,3,1,4,1,1
1,1,4,4,4,4,2,3,1,1,1,7,1,5
1,5,1,1,3,5,1,4,2,3,1,7,1,2
1,5,4,4,4,5,1,1,0,2,3,7,1,4
2,5,2,3,6,5,1,9,1,3,1,7,1,2
2,5,2,4,1,2,1,1,0,2,3,7,1,2
2,5,1,2,6,4,1,4,0,3,2,5,1,1
1,4,7,3,8,4.198267,1,2,0,3,1,7,1,4
2,1,7,4,8,5,3,2,0,1,1,7,1,5
1,1,7,3,8,5,3,2,0,1,1,7,1,9
2,5,1,1,6,4,1,2,1,3,3,5,2,1
2,5,3,5,4,5,1,4,0,2,1,7,1,4
1,1,6,6,8,5,3,2,0,1,1,7,1,7
2,5,2,4,2,1,1,2,0,2,1,8,1,4
2,1,3,5,5,5,2,3,1,1,1,7,1,5
1,5,1,1,6,5,1,4,2,3,1,2,1,1
1,1,6,5,8,5,3,2,0,1,1,7,1,6
2,4,4,4,5,5,1,5,4,1,1,7,1,7
1,1,4,4,1,5,2,2,0,2,1,7,1,6
1,5,1,3,6,5,1,3,1,3,1,7,1,1
1,3.03102,1,2,6,5,1,4,2,3,1.85572,7,1.127519,1
2,1,3,5,1,2,2,2,0,2,3,7,1,6
2,2,1,2,4,5,1,2,1,2,3,7,3,3
2,3,3,6,6,5,1,3,0,3,1,7,1,2
2,5,2,3,6,5,1,3,0,1,1,7,1,2
2,5,1,2,6,5,1,3,1,3,1,7,1,1
2,5,1,2,6,5,1,3,2,3,1,7,1,1
1,5,1,2,6,3,1,2.851822,0,3,1,7,1,1
2,1,4,4,2,5,2,2,0,1,4,6,1,6
2,5,2,3,6,5,1,4,1,3,1,7,1,1
2,1,3,3,5,5,2,4,2,3,1.85572,5,2,2
1,5,1,1,6,4,1,3,2,3,1,7,1,1
1,5,1,1,6,3,1,4,2,3,1,7,1,1
1,5,1,1,9,4.198267,1,4,2,3,3,7,1,1
1,5,1,2,9,5,1,4,2,3,1,7,1,1
2,1,2,3,1,3,2,2,0,2,3,7,1,7
2,5,3,5,1,5,1,1,0,1,2,7,1,7
1,5,4,4,3.787964,5,1,1,0,2,5,7,1,2
1,1,3,6,1,4.198267,2,2,0,2,2,7,1,7
1,5,1,2,2,2,1,4,2,3,1,7,1,4
1,1,3,5,1,5,2,3,1,1,1,7,1,5
2,5,1,2,6,5,1,4,2,3,1.85572,7,1,1
1,5,2,2,6,5,1,4,2,3,1,7,1,1
1,5,3,5,1,3,1,2,0,2,3,7,1,7
2,2,5,6,1,3,1,2,0,1,1,7,1,9
1,1,5,6,1,3,2,3,0,1,1,7,1,9
