age,emptype,fnlwgt,educ,marital,attached,occupation,sex,capitalgain,capitalloss,hrperweek,income
Youngest,Self,203061,HighSchool,Single,No,Techsupport,F,VL,VL,VL,Low
Young,Self,62932,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,99184,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Young,Self,226883,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Young,Gov,268292,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Gov,139290,Bachelors,Couple,No,Admclerical,M,VL,VL,L,High
Young,Self,206541,Dropout,Single,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,89922,HighSchool,Couple,No,Transportmoving,M,L,VL,M,High
Youngest,Self,176008,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Gov,241506,Bachelors,Single,No,Profspecialty,F,L,VL,VL,Low
Elder,Self,174426,HighSchool,Single,No,Profspecialty,M,VL,VL,VL,Low
Young,Self,167497,HighSchool,Couple,No,Execmanagerial,F,H,VL,M,High
Eldest,Self,95763,HighSchool,Couple,No,Farmingfishing,M,VL,VL,H,Low
Eldest,Self,83622,Bachelors,Single,No,Admclerical,F,L,VL,L,Low
Youngest,Self,222490,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,66638,Bachelors,Single,No,Execmanagerial,F,VL,VL,M,Low
Elder,Self,53926,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,Low
Young,Self,104359,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,124604,HighSchool,Single,No,Admclerical,M,VL,VL,VL,Low
Elder,Self,202872,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Youngest,Gov,149528,HighSchool,Single,No,Farmingfishing,M,VL,VL,VL,Low
Young,Self,132879,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Elder,Self,112362,HighSchool,Couple,No,Farmingfishing,M,VL,VL,VL,Low
Eldest,Gov,156229,Bachelors,Couple,No,Execmanagerial,M,H,VL,L,High
Elder,Self,131650,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Youngest,Self,132300,Bachelors,Single,No,Sales,F,VL,VL,L,Low
Elder,Self,124747,HighSchool,Couple,No,Execmanagerial,F,L,VL,L,High
Elder,Self,276559,HighSchool,Couple,No,Execmanagerial,M,H,VL,H,High
Young,Self,106014,HighSchool,Couple,No,Sales,M,M,VL,M,High
Eldest,Self,135134,Master,Single,No,Farmingfishing,M,VL,VL,VL,Low
Young,Self,86648,Master,Couple,No,Profspecialty,M,H,VL,M,High
Eldest,Self,107231,Bachelors,Couple,No,Execmanagerial,M,VH,VL,M,High
Young,Gov,113838,HighSchool,Couple,No,Protectiveserv,M,VL,VL,VH,Low
Eldest,Gov,25319,Master,Single,No,Profspecialty,F,VL,VL,VL,Low
Eldest,Self,48343,Master,Couple,No,Execmanagerial,M,M,VL,M,High
Eldest,Self,283743,HighSchool,Couple,No,Transportmoving,M,VL,VH,L,Low
Eldest,Self,64102,Dropout,Couple,No,Craftrepair,M,VL,VL,VL,Low
Youngest,Self,234663,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,247880,Bachelors,Single,No,Execmanagerial,M,H,VL,L,High
Youngest,Self,615367,Bachelors,Single,No,Sales,F,VL,VL,L,Low
Youngest,Self,163090,Bachelors,Single,No,Sales,M,VL,VL,VL,Low
Elder,Self,192225,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,370183,HighSchool,Couple,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,242482,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Elder,Self,169953,HighSchool,Single,No,Execmanagerial,F,VL,VL,L,Low
Elder,Self,125933,Bachelors,Single,No,Execmanagerial,M,VH,VL,M,High
Elder,Self,210991,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,289669,Master,Single,No,Profspecialty,F,VL,VH,L,High
Eldest,Gov,139616,Master,Couple,No,Execmanagerial,M,VL,VL,M,High
Youngest,Self,39212,HighSchool,Couple,No,Machineopinspct,M,VL,VL,M,Low
Eldest,Self,50748,Bachelors,Single,No,Profspecialty,F,L,VL,VL,Low
Elder,Self,170214,HighSchool,Couple,No,Handlerscleaners,M,VL,VH,L,Low
Youngest,Self,151790,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,168211,HighSchool,Couple,No,Protectiveserv,M,VL,VL,L,High
Youngest,Self,157131,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Eldest,Self,225970,HighSchool,Couple,No,Techsupport,M,VL,VL,L,High
Youngest,Self,177951,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,M,Low
Eldest,Self,191581,Master,Single,No,Profspecialty,F,L,VL,L,Low
Youngest,Gov,199172,HighSchool,Couple,No,Protectiveserv,F,VL,VL,L,Low
Eldest,Self,262552,HighSchool,Couple,No,Farmingfishing,M,VL,VL,VL,Low
Youngest,Self,77661,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Elder,Self,192835,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Young,Self,200445,HighSchool,Single,No,Machineopinspct,M,VL,H,L,Low
Youngest,Self,37918,HighSchool,Single,No,Farmingfishing,M,VL,VL,H,Low
Elder,Self,111020,HighSchool,Single,No,Machineopinspct,F,VL,VL,L,Low
Eldest,Self,312477,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Elder,Gov,152023,Dropout,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,170850,Bachelors,Couple,No,Techsupport,M,VL,VL,M,Low
Youngest,Self,298225,HighSchool,Couple,No,Admclerical,M,VL,VL,M,Low
Elder,Self,194668,HighSchool,Couple,No,Execmanagerial,M,VL,VL,VL,Low
Young,Self,188246,Master,Couple,No,Execmanagerial,M,M,VL,M,High
Youngest,Self,80165,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,83444,HighSchool,Couple,No,Profspecialty,M,M,VL,L,High
Elder,Self,116632,Bachelors,Single,No,Sales,M,VL,VL,L,Low
Eldest,Self,75785,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,248612,Bachelors,Single,No,Craftrepair,M,VL,VL,VL,Low
Young,Self,28572,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,31143,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Young,Self,216924,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,L,High
Young,Self,549174,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,208881,Bachelors,Couple,No,Profspecialty,M,VL,VL,H,Low
Elder,Self,131288,Bachelors,Couple,No,Sales,M,M,VL,M,High
Young,Self,58582,HighSchool,Single,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,199378,HighSchool,Couple,No,Profspecialty,M,VL,VL,VL,Low
Youngest,Self,216481,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,196504,Master,Couple,No,Profspecialty,M,VL,VL,VL,Low
Elder,Self,184682,Bachelors,Single,No,Techsupport,F,VL,VL,VL,Low
Eldest,Self,171914,Bachelors,Couple,No,Profspecialty,M,VL,VL,M,High
Young,Gov,144064,HighSchool,Couple,No,Protectiveserv,M,VL,VL,L,High
Elder,Self,180985,Bachelors,Single,No,Craftrepair,M,VL,VL,VL,Low
Elder,Self,184801,Bachelors,Couple,No,Sales,M,VL,VL,H,High
Eldest,Self,89054,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,147284,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Young,Self,169973,Bachelors,Single,No,Protectiveserv,F,VL,VL,L,Low
Youngest,Self,222993,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Self,41099,HighSchool,Single,No,Sales,M,VL,VL,M,Low
Young,Self,33117,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Young,Self,138940,Dropout,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Gov,141877,Bachelors,Couple,No,Admclerical,M,VL,VL,L,High
Young,Self,172722,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,118523,HighSchool,Couple,No,Admclerical,M,VL,VL,L,Low
Eldest,Self,199688,Dropout,Couple,No,Handlerscleaners,M,VL,VL,M,Low
Elder,Self,225823,HighSchool,Single,No,Craftrepair,M,VL,VL,H,Low
Young,Self,295010,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,270194,Bachelors,Couple,No,Execmanagerial,M,VL,VL,H,Low
Elder,Self,242089,Master,Couple,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,117555,Bachelors,Couple,No,Execmanagerial,M,VL,VL,H,High
Youngest,Self,146499,HighSchool,Single,No,Machineopinspct,F,VL,VL,M,Low
Youngest,Self,373553,HighSchool,Couple,No,Admclerical,F,VL,VL,L,Low
Young,Self,194827,HighSchool,Couple,No,Craftrepair,M,VL,M,L,Low
Youngest,Self,60331,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,211154,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Elder,Self,204235,Master,Couple,No,Execmanagerial,M,VH,VL,M,High
Elder,Self,178341,Bachelors,Couple,No,Sales,M,M,VL,H,Low
Young,Self,35330,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Gov,202056,Bachelors,Single,No,Profspecialty,M,H,VL,L,High
Elder,Self,1097453,Bachelors,Couple,No,Sales,M,VL,VL,H,High
Young,Self,176992,Dropout,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,298215,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Youngest,Self,164938,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Elder,Self,423222,Master,Couple,No,Execmanagerial,M,VL,VL,M,High
Eldest,Self,232871,HighSchool,Couple,No,Execmanagerial,M,VL,VL,VL,Low
Elder,Gov,27661,Master,Single,No,Profspecialty,M,VL,VL,M,Low
Elder,Self,89413,HighSchool,Couple,No,Craftrepair,M,VL,L,L,Low
Eldest,Self,31826,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,279679,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,221172,Bachelors,Single,No,Execmanagerial,M,VL,VL,VL,Low
Eldest,Gov,222020,HighSchool,Couple,No,Admclerical,M,VL,VL,M,Low
Young,Self,204792,Dropout,Couple,No,Farmingfishing,M,VL,VL,L,Low
Elder,Self,288568,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Elder,Gov,264052,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,146659,Master,Couple,No,Profspecialty,M,VL,H,M,High
Youngest,Self,203027,Bachelors,Single,No,Machineopinspct,M,VL,VL,L,Low
Elder,Self,218309,Bachelors,Single,No,Sales,F,VL,VL,M,Low
Young,Self,45937,HighSchool,Single,No,Machineopinspct,F,VL,VL,L,Low
Elder,Gov,201617,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Gov,114733,Bachelors,Single,No,Profspecialty,F,VL,VL,VL,Low
Eldest,Gov,97778,HighSchool,Couple,No,Protectiveserv,M,VL,VL,L,Low
Young,Self,149507,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,High
Eldest,Gov,162678,Dropout,Couple,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,213842,Bachelors,Single,No,Admclerical,M,VL,VL,VL,Low
Young,Gov,206609,HighSchool,Couple,No,Protectiveserv,M,VL,VL,L,High
Young,Self,50276,Bachelors,Single,No,Profspecialty,M,VL,VL,H,Low
Young,Self,220585,Dropout,Couple,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,75993,HighSchool,Couple,No,Sales,M,H,VL,L,High
Youngest,Self,170544,Dropout,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Eldest,Self,115439,Master,Couple,No,Execmanagerial,M,VH,VL,L,High
Eldest,Self,24384,HighSchool,Single,No,Privhouseserv,F,VL,VL,L,Low
Eldest,Gov,179869,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,442131,HighSchool,Single,No,Handlerscleaners,F,VL,VL,L,Low
Eldest,Self,243283,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,316627,Dropout,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,208862,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Gov,38645,Bachelors,Single,No,Execmanagerial,F,VL,VL,L,Low
Elder,Gov,29324,HighSchool,Single,No,Execmanagerial,F,VL,VL,M,Low
Elder,Self,124747,HighSchool,Couple,No,Craftrepair,F,M,VL,L,High
Eldest,Self,477867,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,156809,HighSchool,Single,No,Craftrepair,M,VL,L,H,Low
Youngest,Self,267945,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,35724,Master,Couple,No,Profspecialty,F,VL,VL,M,High
Eldest,Self,155983,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Gov,414994,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Elder,Self,103474,Bachelors,Single,No,Techsupport,F,VL,VL,M,Low
Elder,Self,211128,Master,Single,No,Execmanagerial,F,VL,VL,M,High
Elder,Self,38312,Bachelors,Couple,No,Execmanagerial,M,VH,VL,H,High
Elder,Gov,36924,HighSchool,Couple,No,Admclerical,M,VL,VL,L,High
Eldest,Self,189664,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Young,Gov,190577,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Young,Self,344200,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,337494,Bachelors,Single,No,Machineopinspct,M,VL,VL,M,Low
Eldest,Self,52634,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Young,Self,194901,Bachelors,Single,No,Craftrepair,M,VL,VH,L,High
Youngest,Self,170091,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Young,Self,205072,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Youngest,Self,134048,Dropout,Single,No,Craftrepair,M,VL,VL,M,Low
Elder,Self,91959,Bachelors,Couple,No,Profspecialty,M,VL,VL,M,High
Young,Self,153942,Bachelors,Couple,No,Sales,M,VL,VL,L,Low
Young,Gov,234096,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,185330,HighSchool,Single,No,Craftrepair,F,VL,VL,VL,Low
Eldest,Self,83800,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,VL,Low
Eldest,Self,139391,HighSchool,Single,No,Techsupport,M,VL,VL,VL,Low
Youngest,Self,478380,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,186845,Bachelors,Couple,Yes,Sales,M,M,VL,M,High
Elder,Self,262802,Bachelors,Single,No,Execmanagerial,F,VL,VL,L,Low
Youngest,Self,114483,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Eldest,Self,118023,Master,Single,No,Sales,M,VL,VL,VL,Low
Youngest,Self,220101,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,186117,Bachelors,Couple,No,Craftrepair,M,VL,VL,M,High
Elder,Self,479611,Bachelors,Single,No,Sales,M,VL,VL,M,Low
Youngest,Self,80312,Bachelors,Single,No,Admclerical,F,M,VL,L,Low
Young,Self,108386,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,177102,HighSchool,Single,No,Handlerscleaners,F,VL,VL,L,Low
Youngest,Self,190762,HighSchool,Couple,No,Sales,M,VL,VL,VL,Low
Eldest,Self,180632,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Young,Self,183557,HighSchool,Single,No,Machineopinspct,F,VL,VL,VL,Low
Eldest,Self,306790,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,269246,Dropout,Couple,No,Farmingfishing,M,VL,VL,L,Low
Eldest,Self,176839,Bachelors,Couple,No,Techsupport,M,VL,VL,VL,Low
Young,Self,184456,Bachelors,Single,No,Techsupport,M,VH,VL,M,High
Youngest,Gov,309348,HighSchool,Single,No,Admclerical,F,L,VL,VL,Low
Youngest,Self,201861,HighSchool,Couple,No,Machineopinspct,M,VL,VL,M,Low
Young,Self,179509,Bachelors,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,291755,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Eldest,Self,117169,Dropout,Single,No,Farmingfishing,M,VL,VL,VL,Low
Young,Self,159322,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,262872,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,187052,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Youngest,Self,277583,Dropout,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Eldest,Gov,96190,HighSchool,Couple,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,99434,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,177639,Bachelors,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,201723,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Youngest,Self,222248,HighSchool,Single,No,Craftrepair,M,VL,VL,H,Low
Eldest,Self,87510,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Young,Self,185063,HighSchool,Couple,No,Machineopinspct,M,VL,VL,M,High
Eldest,Self,159755,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Young,Self,108837,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,L,High
Elder,Self,110669,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Young,Self,45427,Bachelors,Single,No,Craftrepair,M,VL,VL,M,Low
Elder,Self,154669,HighSchool,Single,No,Sales,M,VL,VL,H,Low
Youngest,Self,71864,HighSchool,Single,No,Execmanagerial,F,VL,VL,VL,Low
Young,Self,173495,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,High
Youngest,Self,254293,Dropout,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,146429,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,184665,HighSchool,Single,No,Admclerical,F,VL,VL,M,Low
Young,Self,205852,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Youngest,Self,178564,HighSchool,Single,No,Admclerical,M,VL,VL,VL,Low
Elder,Self,168796,Bachelors,Couple,No,Sales,M,VL,VL,M,Low
Youngest,Self,269444,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Young,Self,29254,HighSchool,Couple,No,Craftrepair,M,VL,VL,H,Low
Young,Self,155343,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,234271,HighSchool,Single,No,Craftrepair,F,VL,VL,L,Low
Young,Self,257849,Dropout,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,228230,HighSchool,Couple,No,Sales,F,VL,VL,M,Low
Young,Self,406826,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Eldest,Self,27539,HighSchool,Couple,No,Farmingfishing,M,H,VL,L,High
Youngest,Self,97261,Dropout,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Gov,168539,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,High
Youngest,Self,515797,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,351381,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,161018,HighSchool,Couple,No,Sales,M,VL,VL,M,High
Eldest,Self,26721,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,98418,HighSchool,Couple,No,Farmingfishing,M,VL,VL,VL,Low
Eldest,Self,207677,Dropout,Single,No,Craftrepair,M,VL,VL,H,Low
Elder,Self,198270,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Young,Self,79923,HighSchool,Couple,No,Sales,M,VL,VL,VL,Low
Elder,Self,475322,Bachelors,Single,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,134286,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Eldest,Self,73746,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,High
Youngest,Self,125525,Bachelors,Single,No,Profspecialty,M,VL,VL,L,Low
Youngest,Self,304949,HighSchool,Single,No,Profspecialty,F,VL,VL,VL,Low
Eldest,Self,150516,Dropout,Couple,No,Craftrepair,M,VL,VL,VL,Low
Eldest,Gov,249096,Bachelors,Couple,No,Protectiveserv,M,VL,VL,L,Low
Eldest,Self,304779,Dropout,Couple,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,396538,HighSchool,Single,No,Execmanagerial,F,VL,VL,VL,Low
Elder,Self,510072,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,89326,Bachelors,Single,No,Sales,M,VL,VL,L,Low
Elder,Self,200471,Bachelors,Couple,No,Admclerical,M,M,VL,L,Low
Eldest,Self,82815,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,High
Youngest,Self,117210,HighSchool,Single,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,123429,Master,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,353512,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,High
Eldest,Self,26683,HighSchool,Couple,No,Farmingfishing,M,VL,VL,H,Low
Young,Self,225053,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Young,Self,108247,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Young,Self,369648,Bachelors,Couple,Yes,Craftrepair,M,VL,VL,M,High
Youngest,Self,339324,HighSchool,Couple,No,Machineopinspct,M,VL,VL,VH,Low
Eldest,Self,317313,HighSchool,Couple,No,Transportmoving,M,VL,VL,H,High
Youngest,Gov,162919,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,186314,HighSchool,Single,No,Profspecialty,M,VL,VL,M,Low
Young,Self,254202,HighSchool,Single,No,Execmanagerial,F,VL,VL,M,Low
Elder,Self,108140,Master,Couple,No,Execmanagerial,M,VL,VL,M,High
Young,Self,35945,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,204928,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Eldest,Self,208809,HighSchool,Couple,No,Sales,M,VL,H,L,High
Eldest,Self,71683,Dropout,Couple,No,Machineopinspct,M,VL,VL,M,Low
Eldest,Self,570562,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Eldest,Self,36876,HighSchool,Couple,No,Farmingfishing,M,VL,VL,M,Low
Young,Self,253006,HighSchool,Couple,No,Profspecialty,M,H,VL,VL,High
Elder,Self,50096,HighSchool,Couple,No,Farmingfishing,M,VL,VL,VH,Low
Young,Self,336880,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Eldest,Self,168048,Master,Couple,No,Profspecialty,M,VL,VL,VL,Low
Youngest,Self,117363,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,256526,HighSchool,Single,No,Machineopinspct,M,M,VL,M,Low
Eldest,Self,304416,Dropout,Couple,No,Sales,F,VL,VL,L,Low
Elder,Self,248011,Bachelors,Couple,No,Machineopinspct,M,M,VL,L,High
Youngest,Self,229826,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Elder,Self,165346,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,180532,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,189462,HighSchool,Single,No,Handlerscleaners,M,L,VL,L,Low
Eldest,Self,170166,Bachelors,Couple,No,Execmanagerial,F,VL,VL,VL,Low
Young,Self,173495,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,423024,Dropout,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Youngest,Self,72119,Bachelors,Single,No,Admclerical,M,L,VL,VL,Low
Youngest,Gov,257621,Bachelors,Single,No,Profspecialty,F,VL,VL,VL,Low
Elder,Self,118212,Bachelors,Couple,No,Execmanagerial,M,VH,VL,H,High
Youngest,Self,259840,Bachelors,Couple,No,Admclerical,M,VL,VL,M,Low
Young,Self,379798,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Elder,Self,227945,Master,Couple,No,Profspecialty,M,VH,VL,H,High
Elder,Gov,36999,Master,Couple,No,Profspecialty,M,VL,VL,H,High
Young,Self,124052,HighSchool,Couple,No,Sales,M,VL,VL,M,Low
Eldest,Self,170104,Bachelors,Couple,No,Execmanagerial,M,VL,H,M,High
Elder,Self,96249,HighSchool,Couple,No,Sales,M,VL,VL,H,High
Young,Self,195576,HighSchool,Single,No,Profspecialty,M,L,VL,M,Low
Youngest,Self,117767,Bachelors,Couple,No,Sales,M,VL,VL,L,Low
Elder,Self,112763,HighSchool,Single,No,Admclerical,F,H,VL,L,High
Eldest,Self,79827,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,103925,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,161744,Dropout,Couple,No,Sales,M,VL,VL,VL,Low
Elder,Self,106679,Master,Single,No,Execmanagerial,M,VH,VL,M,High
Elder,Self,196514,HighSchool,Single,No,Profspecialty,M,VL,VL,L,Low
Elder,Self,110862,Bachelors,Couple,No,Craftrepair,M,VL,VH,M,Low
Eldest,Self,98642,HighSchool,Single,No,Execmanagerial,M,H,VL,L,High
Elder,Gov,144778,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,162108,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Youngest,Self,217602,HighSchool,Couple,No,Farmingfishing,M,VL,VL,H,Low
Young,Self,473133,HighSchool,Couple,No,Sales,M,VL,VL,H,Low
Young,Gov,168387,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Elder,Self,38950,Bachelors,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,107801,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,205359,Bachelors,Single,No,Admclerical,F,VL,VL,M,Low
Eldest,Gov,153064,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,202959,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,105150,Bachelors,Couple,No,Profspecialty,M,VL,VL,M,High
Youngest,Self,238474,Dropout,Single,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,55965,Dropout,Single,No,Transportmoving,M,VL,VL,VL,Low
Eldest,Self,250201,HighSchool,Single,No,Transportmoving,M,VL,VL,M,Low
Young,Self,236599,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,108713,Dropout,Single,No,Sales,F,VL,VL,L,Low
Youngest,Self,177147,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,129246,Dropout,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,145111,HighSchool,Single,No,Machineopinspct,M,VL,VL,M,Low
Youngest,Self,97789,Bachelors,Single,No,Sales,M,VL,VL,M,Low
Young,Self,111415,HighSchool,Couple,No,Sales,M,VL,VL,H,Low
Elder,Self,374524,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,287244,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,278039,Dropout,Couple,No,Machineopinspct,M,VL,VL,L,Low
